datetime,SOC
10/12/17 0:00,0.1
10/12/17 1:04,0.357757202
10/12/17 4:55,0.432790451
10/12/17 6:25,0.396928848
10/12/17 6:40,0.374397259
10/12/17 8:20,0.035168365
10/12/17 8:26,0.414687784
10/12/17 8:50,0.455038154
10/12/17 8:54,0.389018443
10/12/17 9:00,0.126327036
10/12/17 9:35,0.138725193
10/12/17 9:44,0.168627699
10/12/17 9:45,0.42823425
10/12/17 10:00,0.1
10/12/17 10:30,0.214955688
10/12/17 11:20,0.32313127
10/12/17 11:30,0.1
10/12/17 11:30,0.1
10/12/17 11:40,0.342182946
10/12/17 11:45,0.334821774
10/12/17 12:24,0.115599263
10/12/17 12:31,0.1
10/12/17 12:55,0.40506332
10/12/17 14:00,0.440408111
10/12/17 14:35,0.349365745
10/12/17 15:30,0.339738349
10/12/17 15:32,0.1
10/12/17 15:46,0.1
10/12/17 16:00,0.138725193
10/12/17 16:15,0.009923843
10/12/17 16:25,0.256849073
10/12/17 16:34,0.454834979
10/12/17 16:40,0.072460932
10/12/17 17:30,0.267732453
10/12/17 17:34,0.243805221
10/12/17 18:00,0.1
10/12/17 18:00,0.1
10/12/17 18:25,0.322323287
10/12/17 18:55,0.096439918
10/12/17 19:00,0.334916812
10/12/17 19:00,0.467439277
10/12/17 19:15,0.297297712
10/12/17 19:55,0.337264247
10/12/17 20:04,0.159798638
10/12/17 20:15,0.330336097
10/12/17 20:15,0.338297836
10/12/17 20:30,0.23013946
10/12/17 21:55,0.463926005
10/12/17 22:20,0.1
10/12/17 0:00,0.1
10/12/17 1:04,0.357757202
10/12/17 4:55,0.432790451
10/12/17 6:25,0.396928848
10/12/17 6:40,0.374397259
10/12/17 8:20,0.035168365
10/12/17 8:26,0.414687784
10/12/17 8:50,0.455038154
10/12/17 8:54,0.389018443
10/12/17 9:00,0.126327036
10/12/17 9:35,0.138725193
10/12/17 9:44,0.168627699
10/12/17 9:45,0.42823425
10/12/17 10:00,0.1
10/12/17 10:30,0.214955688
10/12/17 11:20,0.32313127
10/12/17 11:30,0.1
10/12/17 11:30,0.1
10/12/17 11:40,0.342182946
10/12/17 11:45,0.334821774
10/12/17 12:24,0.115599263
10/12/17 12:31,0.1
10/12/17 12:55,0.40506332
10/12/17 14:00,0.440408111
10/12/17 14:35,0.349365745
10/12/17 15:30,0.339738349
10/12/17 15:32,0.1
10/12/17 15:46,0.1
10/12/17 16:00,0.138725193
10/12/17 16:15,0.009923843
10/12/17 16:25,0.256849073
10/12/17 16:34,0.454834979
10/12/17 16:40,0.072460932
10/12/17 17:30,0.267732453
10/12/17 17:34,0.243805221
10/12/17 18:00,0.1
10/12/17 18:00,0.1
10/12/17 18:25,0.322323287
10/12/17 18:55,0.096439918
10/12/17 19:00,0.334916812
10/12/17 19:00,0.467439277
10/12/17 19:15,0.297297712
10/12/17 19:55,0.337264247
10/12/17 20:04,0.159798638
10/12/17 20:15,0.330336097
10/12/17 20:15,0.338297836
10/12/17 20:30,0.23013946
10/12/17 21:55,0.463926005
10/12/17 22:20,0.1
10/12/17 0:00,0.1
10/12/17 1:04,0.357757202
10/12/17 4:55,0.432790451
10/12/17 6:25,0.396928848
10/12/17 6:40,0.374397259
10/12/17 8:20,0.035168365
10/12/17 8:26,0.414687784
10/12/17 8:50,0.455038154
10/12/17 8:54,0.389018443
10/12/17 9:00,0.126327036
10/12/17 9:35,0.138725193
10/12/17 9:44,0.168627699
10/12/17 9:45,0.42823425
10/12/17 10:00,0.1
10/12/17 10:30,0.214955688
10/12/17 11:20,0.32313127
10/12/17 11:30,0.1
10/12/17 11:30,0.1
10/12/17 11:40,0.342182946
10/12/17 11:45,0.334821774
10/12/17 12:24,0.115599263
10/12/17 12:31,0.1
10/12/17 12:55,0.40506332
10/12/17 14:00,0.440408111
10/12/17 14:35,0.349365745
10/12/17 15:30,0.339738349
10/12/17 15:32,0.1
10/12/17 15:46,0.1
10/12/17 16:00,0.138725193
10/12/17 16:15,0.009923843
10/12/17 16:25,0.256849073
10/12/17 16:34,0.454834979
10/12/17 16:40,0.072460932
10/12/17 17:30,0.267732453
10/12/17 17:34,0.243805221
10/12/17 18:00,0.1
10/12/17 18:00,0.1
10/12/17 18:25,0.322323287
10/12/17 18:55,0.096439918
10/12/17 19:00,0.334916812
10/12/17 19:00,0.467439277
