,number_of_vehicle_parked,power_demand
2017-07-29 12:02:00,16046.0,0.1387593842
2017-07-29 12:03:00,16080.0,0.139810301691
2017-07-29 12:04:00,16102.0,0.139810301691
2017-07-29 12:05:00,16169.0,0.135237843978
2017-07-29 12:06:00,16184.0,0.142011148952
2017-07-29 12:07:00,16199.0,0.13763455227
2017-07-29 12:08:00,16220.0,0.13133455227
2017-07-29 12:09:00,16223.0,0.13133455227
2017-07-29 12:10:00,16359.0,0.106102919416
2017-07-29 12:11:00,16369.0,0.0660626722283
2017-07-29 12:12:00,16384.0,0.0660626722283
2017-07-29 12:13:00,16385.0,0.0597626722283
2017-07-29 12:14:00,16399.0,0.0597626722283
2017-07-29 12:15:00,16382.0,0.0854083085927
2017-07-29 12:16:00,16384.0,0.0786350036187
2017-07-29 12:17:00,16392.0,0.0786350036187
2017-07-29 12:18:00,16406.0,0.0786350036187
2017-07-29 12:19:00,16413.0,0.0786350036187
2017-07-29 12:20:00,16447.0,0.0865023214924
2017-07-29 12:21:00,16449.0,0.0758776435854
2017-07-29 12:22:00,16480.0,0.0845724612248
2017-07-29 12:23:00,16490.0,0.0845724612248
2017-07-29 12:24:00,16494.0,0.0845724612248
2017-07-29 12:25:00,16583.0,0.040570791162
2017-07-29 12:26:00,16579.0,0.040570791162
2017-07-29 12:27:00,16598.0,0.040570791162
2017-07-29 12:28:00,16603.0,0.046870791162
2017-07-29 12:29:00,16602.0,0.046870791162
2017-07-29 12:30:00,16186.0,0.185991290814
2017-07-29 12:31:00,16188.0,0.122991290814
2017-07-29 12:32:00,16210.0,0.114296473175
2017-07-29 12:33:00,16230.0,0.1258136252
2017-07-29 12:34:00,16233.0,0.1258136252
2017-07-29 12:35:00,16318.0,0.147801165642
2017-07-29 12:36:00,16320.0,0.147801165642
2017-07-29 12:37:00,16336.0,0.171054687611
2017-07-29 12:38:00,16342.0,0.164754687611
2017-07-29 12:39:00,16341.0,0.164754687611
2017-07-29 12:40:00,16428.0,0.0627683924817
2017-07-29 12:41:00,16431.0,0.0627683924817
2017-07-29 12:42:00,16449.0,0.0627683924817
2017-07-29 12:43:00,16452.0,0.0582567633801
2017-07-29 12:44:00,16458.0,0.0582567633801
2017-07-29 12:45:00,16394.0,0.0707208464643
2017-07-29 12:46:00,16395.0,0.0707208464643
2017-07-29 12:47:00,16427.0,0.0707208464643
2017-07-29 12:48:00,16444.0,0.0707208464643
2017-07-29 12:49:00,16447.0,0.0707208464643
2017-07-29 12:50:00,16446.0,0.0519028356318
2017-07-29 12:51:00,16453.0,0.102869828763
2017-07-29 12:52:00,16464.0,0.0519028356318
2017-07-29 12:53:00,16470.0,0.0519028356318
2017-07-29 12:54:00,16478.0,0.0519028356318
2017-07-29 12:55:00,16540.0,0.029049391925
2017-07-29 12:56:00,16552.0,0.033564048412
2017-07-29 12:57:00,16560.0,0.033564048412
2017-07-29 12:58:00,16565.0,0.033564048412
2017-07-29 12:59:00,16587.0,0.033564048412
2017-07-29 13:00:00,16113.0,0.100580238175
2017-07-29 13:01:00,16110.0,0.100580238175
2017-07-29 13:02:00,16126.0,0.105130843905
2017-07-29 13:03:00,16148.0,0.105130843905
2017-07-29 13:04:00,16160.0,0.105130843905
2017-07-29 13:05:00,16267.0,0.0989905592882
2017-07-29 13:06:00,16275.0,0.0944759028013
2017-07-29 13:07:00,16296.0,0.0944759028013
2017-07-29 13:08:00,16306.0,0.100660918069
2017-07-29 13:09:00,16309.0,0.100660918069
2017-07-29 13:10:00,16407.0,0.0410439722428
2017-07-29 13:11:00,16410.0,0.0410439722428
2017-07-29 13:12:00,16422.0,0.0427933665125
2017-07-29 13:13:00,16419.0,0.0427933665125
2017-07-29 13:14:00,16429.0,0.0427933665125
2017-07-29 13:15:00,16404.0,0.102739563551
2017-07-29 13:16:00,16401.0,0.0668234093678
2017-07-29 13:17:00,16419.0,0.0668234093678
2017-07-29 13:18:00,16433.0,0.0606383941004
2017-07-29 13:19:00,16434.0,0.0606383941004
2017-07-29 13:20:00,16478.0,0.068565851678
2017-07-29 13:21:00,16492.0,0.068565851678
2017-07-29 13:22:00,16501.0,0.062265851678
2017-07-29 13:23:00,16512.0,0.062265851678
2017-07-29 13:24:00,16517.0,0.062265851678
2017-07-29 13:25:00,16582.0,0.0378835978284
2017-07-29 13:26:00,16583.0,0.0442800408223
2017-07-29 13:27:00,16605.0,0.0505800408223
2017-07-29 13:28:00,16605.0,0.0505800408223
2017-07-29 13:29:00,16608.0,0.0505800408223
2017-07-29 13:30:00,16200.0,0.146987719976
2017-07-29 13:31:00,16185.0,0.146987719976
2017-07-29 13:32:00,16191.0,0.146987719976
2017-07-29 13:33:00,16203.0,0.146987719976
2017-07-29 13:34:00,16216.0,0.146987719976
2017-07-29 13:35:00,16307.0,0.138879153065
2017-07-29 13:36:00,16311.0,0.132482710071
2017-07-29 13:37:00,16333.0,0.126182710071
2017-07-29 13:38:00,16342.0,0.126182710071
2017-07-29 13:39:00,16339.0,0.127013016962
2017-07-29 13:40:00,16419.0,0.0529228469672
2017-07-29 13:41:00,16418.0,0.0571360898958
2017-07-29 13:42:00,16442.0,0.0571360898958
2017-07-29 13:43:00,16452.0,0.0571360898958
2017-07-29 13:44:00,16462.0,0.0571360898958
2017-07-29 13:45:00,16420.0,0.0757293010458
2017-07-29 13:46:00,16413.0,0.0757293010458
2017-07-29 13:47:00,16430.0,0.0801994442082
2017-07-29 13:48:00,16451.0,0.0801994442082
2017-07-29 13:49:00,16459.0,0.0738994442082
2017-07-29 13:50:00,16482.0,0.102817051221
2017-07-29 13:51:00,16487.0,0.098603808292
2017-07-29 13:52:00,16511.0,0.106823163327
2017-07-29 13:53:00,16509.0,0.106823163327
2017-07-29 13:54:00,16505.0,0.106823163327
2017-07-29 13:55:00,16586.0,0.0732739491618
2017-07-29 13:56:00,16591.0,0.0782753167663
2017-07-29 13:57:00,16607.0,0.0738051736039
2017-07-29 13:58:00,16607.0,0.0738051736039
2017-07-29 13:59:00,16616.0,0.0738051736039
2017-07-29 14:00:00,16021.0,0.108154117397
2017-07-29 14:01:00,16033.0,0.108154117397
2017-07-29 14:02:00,16037.0,0.106234762362
2017-07-29 14:03:00,16048.0,0.106234762362
2017-07-29 14:04:00,16063.0,0.106234762362
2017-07-29 14:05:00,16163.0,0.114898809676
2017-07-29 14:06:00,16156.0,0.109897442072
2017-07-29 14:07:00,16178.0,0.109897442072
2017-07-29 14:08:00,16187.0,0.115005590636
2017-07-29 14:09:00,16190.0,0.115005590636
2017-07-29 14:10:00,16307.0,0.0548309034575
2017-07-29 14:11:00,16292.0,0.0548309034575
2017-07-29 14:12:00,16285.0,0.0618900192619
2017-07-29 14:13:00,16299.0,0.0725041486083
2017-07-29 14:14:00,16308.0,0.0725041486083
2017-07-29 14:15:00,16285.0,0.164727595368
2017-07-29 14:16:00,16266.0,0.101727595368
2017-07-29 14:17:00,16278.0,0.10689006742
2017-07-29 14:18:00,16305.0,0.101781918856
2017-07-29 14:19:00,16314.0,0.101781918856
2017-07-29 14:20:00,16364.0,0.122824120421
2017-07-29 14:21:00,16368.0,0.122824120421
2017-07-29 14:22:00,16370.0,0.122824120421
2017-07-29 14:23:00,16388.0,0.117971195689
2017-07-29 14:24:00,16393.0,0.122394781027
2017-07-29 14:25:00,16461.0,0.0789176676672
2017-07-29 14:26:00,16468.0,0.0789176676672
2017-07-29 14:27:00,16485.0,0.0737551956151
2017-07-29 14:28:00,16495.0,0.0737551956151
2017-07-29 14:29:00,16505.0,0.0737551956151
2017-07-29 14:30:00,15997.0,0.217744354697
2017-07-29 14:31:00,16003.0,0.183297612568
2017-07-29 14:32:00,16005.0,0.119634894595
2017-07-29 14:33:00,16005.0,0.11387368998
2017-07-29 14:34:00,16016.0,0.109450104642
2017-07-29 14:35:00,16096.0,0.0994504726136
2017-07-29 14:36:00,16107.0,0.0994504726136
2017-07-29 14:37:00,16122.0,0.105750472614
2017-07-29 14:38:00,16121.0,0.105750472614
2017-07-29 14:39:00,16132.0,0.105750472614
2017-07-29 14:40:00,16215.0,0.0374025118244
2017-07-29 14:41:00,16196.0,0.0317708086907
2017-07-29 14:42:00,16220.0,0.0317708086907
2017-07-29 14:43:00,16234.0,0.0317708086907
2017-07-29 14:44:00,16238.0,0.0317708086907
2017-07-29 14:45:00,16129.0,0.0471461629248
2017-07-29 14:46:00,16121.0,0.0471461629248
2017-07-29 14:47:00,16125.0,0.0408461629248
2017-07-29 14:48:00,16139.0,0.0499425197764
2017-07-29 14:49:00,16141.0,0.0562425197764
2017-07-29 14:50:00,16205.0,0.0645762174729
2017-07-29 14:51:00,16205.0,0.0645762174729
2017-07-29 14:52:00,16229.0,0.0645762174729
2017-07-29 14:53:00,16239.0,0.0645762174729
2017-07-29 14:54:00,16238.0,0.0645762174729
2017-07-29 14:55:00,16310.0,0.0595256491972
2017-07-29 14:56:00,16319.0,0.0595256491972
2017-07-29 14:57:00,16335.0,0.0595256491972
2017-07-29 14:58:00,16341.0,0.0301771714237
2017-07-29 14:59:00,16347.0,0.0238771714237
2017-07-29 15:00:00,15748.0,0.211130414222
2017-07-29 15:01:00,15726.0,0.0851389444498
2017-07-29 15:02:00,15743.0,0.0851389444498
2017-07-29 15:03:00,15762.0,0.0891330722261
2017-07-29 15:04:00,15767.0,0.0948106507011
2017-07-29 15:05:00,15869.0,0.103204573725
2017-07-29 15:06:00,15877.0,0.103204573725
2017-07-29 15:07:00,15888.0,0.103204573725
2017-07-29 15:08:00,15899.0,0.103204573725
2017-07-29 15:09:00,15907.0,0.103204573725
2017-07-29 15:10:00,15988.0,0.0742385412125
2017-07-29 15:11:00,15982.0,0.0742385412125
2017-07-29 15:12:00,16009.0,0.0742385412125
2017-07-29 15:13:00,16012.0,0.0702444134362
2017-07-29 15:14:00,16022.0,0.0645668349612
2017-07-29 15:15:00,15982.0,0.151249178428
2017-07-29 15:16:00,15972.0,0.151249178428
2017-07-29 15:17:00,15983.0,0.125923161124
2017-07-29 15:18:00,16008.0,0.132223161124
2017-07-29 15:19:00,16009.0,0.132223161124
2017-07-29 15:20:00,16097.0,0.112556740344
2017-07-29 15:21:00,16094.0,0.116317452264
2017-07-29 15:22:00,16112.0,0.122348470174
2017-07-29 15:23:00,16120.0,0.122348470174
2017-07-29 15:24:00,16138.0,0.127321161665
2017-07-29 15:25:00,16257.0,0.0628474312468
2017-07-29 15:26:00,16249.0,0.0628474312468
2017-07-29 15:27:00,16273.0,0.0620253795153
2017-07-29 15:28:00,16287.0,0.0557253795153
2017-07-29 15:29:00,16299.0,0.0655935725922
2017-07-29 15:30:00,15812.0,0.171319749824
2017-07-29 15:31:00,15808.0,0.17308383798
2017-07-29 15:32:00,15835.0,0.172954970668
2017-07-29 15:33:00,15858.0,0.172954970668
2017-07-29 15:34:00,15876.0,0.167982279177
2017-07-29 15:35:00,15967.0,0.1518140861
2017-07-29 15:36:00,15969.0,0.1518140861
2017-07-29 15:37:00,15987.0,0.148023864413
2017-07-29 15:38:00,15996.0,0.153122889682
2017-07-29 15:39:00,16005.0,0.158331028356
2017-07-29 15:40:00,16091.0,0.0498823703371
2017-07-29 15:41:00,16085.0,0.0384554196635
2017-07-29 15:42:00,16090.0,0.0384554196635
2017-07-29 15:43:00,16095.0,0.0384554196635
2017-07-29 15:44:00,16104.0,0.0384554196635
2017-07-29 15:45:00,16074.0,0.094503172161
2017-07-29 15:46:00,16057.0,0.0990815293988
2017-07-29 15:47:00,16076.0,0.0990815293988
2017-07-29 15:48:00,16089.0,0.0939825041301
2017-07-29 15:49:00,16096.0,0.0887743654558
2017-07-29 15:50:00,16155.0,0.081952488801
2017-07-29 15:51:00,16161.0,0.081952488801
2017-07-29 15:52:00,16168.0,0.081952488801
2017-07-29 15:53:00,16175.0,0.081952488801
2017-07-29 15:54:00,16176.0,0.0889281483511
2017-07-29 15:55:00,16247.0,0.0672342675905
2017-07-29 15:56:00,16244.0,0.0626559103528
2017-07-29 15:57:00,16259.0,0.0626559103528
2017-07-29 15:58:00,16271.0,0.0626559103528
2017-07-29 15:59:00,16285.0,0.0626559103528
2017-07-29 16:00:00,15618.0,0.130824423255
2017-07-29 16:01:00,15607.0,0.130824423255
2017-07-29 16:02:00,15609.0,0.130824423255
2017-07-29 16:03:00,15616.0,0.130824423255
2017-07-29 16:04:00,15720.0,0.149481093778
2017-07-29 16:05:00,15718.0,0.123922673455
2017-07-29 16:06:00,15715.0,0.123922673455
2017-07-29 16:07:00,15733.0,0.137244486665
2017-07-29 16:08:00,15752.0,0.144244486665
2017-07-29 16:09:00,15749.0,0.144244486665
2017-07-29 16:10:00,15831.0,0.0715032016035
2017-07-29 16:11:00,15835.0,0.0715032016035
2017-07-29 16:12:00,15870.0,0.0581813883928
2017-07-29 16:13:00,15869.0,0.0581813883928
2017-07-29 16:14:00,15889.0,0.0325490583198
2017-07-29 16:15:00,15906.0,0.123900747002
2017-07-29 16:16:00,15904.0,0.0741201279146
2017-07-29 16:17:00,15915.0,0.0741201279146
2017-07-29 16:18:00,15924.0,0.0671201279146
2017-07-29 16:19:00,16060.0,0.0790647663713
2017-07-29 16:20:00,16060.0,0.0535157080515
2017-07-29 16:21:00,16052.0,0.0535157080515
2017-07-29 16:22:00,16075.0,0.0535157080515
2017-07-29 16:23:00,16085.0,0.0535157080515
2017-07-29 16:24:00,16085.0,0.0535157080515
2017-07-29 16:25:00,16183.0,0.051312004054
2017-07-29 16:26:00,16168.0,0.051312004054
2017-07-29 16:27:00,16194.0,0.066680354099
2017-07-29 16:28:00,16194.0,0.066680354099
2017-07-29 16:29:00,16208.0,0.0379381193715
2017-07-29 16:30:00,15732.0,0.117002852969
2017-07-29 16:31:00,15735.0,0.117002852969
2017-07-29 16:32:00,15734.0,0.117002852969
2017-07-29 16:33:00,15739.0,0.117002852969
2017-07-29 16:34:00,15836.0,0.135285274135
2017-07-29 16:35:00,15836.0,0.125075434505
2017-07-29 16:36:00,15836.0,0.129362340318
2017-07-29 16:37:00,15849.0,0.134012318842
2017-07-29 16:38:00,15878.0,0.137904487657
2017-07-29 16:39:00,15878.0,0.137904487657
2017-07-29 16:40:00,15952.0,0.0720861984591
2017-07-29 16:41:00,15947.0,0.0720861984591
2017-07-29 16:42:00,15981.0,0.0783323812895
2017-07-29 16:43:00,15980.0,0.0783323812895
2017-07-29 16:44:00,15995.0,0.0476900304272
2017-07-29 16:45:00,15965.0,0.141048299895
2017-07-29 16:46:00,15956.0,0.146541907137
2017-07-29 16:47:00,15965.0,0.141891928613
2017-07-29 16:48:00,15983.0,0.14256604348
2017-07-29 16:49:00,16027.0,0.156997381633
2017-07-29 16:50:00,16026.0,0.140982587189
2017-07-29 16:51:00,16024.0,0.145234577478
2017-07-29 16:52:00,16036.0,0.138988394647
2017-07-29 16:53:00,16050.0,0.138988394647
2017-07-29 16:54:00,16048.0,0.138988394647
2017-07-29 16:55:00,16108.0,0.0470358320457
2017-07-29 16:56:00,16117.0,0.0372553189907
2017-07-29 16:57:00,16129.0,0.0414144396519
2017-07-29 16:58:00,16128.0,0.036848155969
2017-07-29 16:59:00,16137.0,0.0177097635125
2017-07-29 17:00:00,15448.0,0.211205709116
2017-07-29 17:01:00,15443.0,0.148205709116
2017-07-29 17:02:00,15441.0,0.148205709116
2017-07-29 17:03:00,15461.0,0.155069401138
2017-07-29 17:04:00,15545.0,0.154600708464
2017-07-29 17:05:00,15544.0,0.145302055901
2017-07-29 17:06:00,15540.0,0.145302055901
2017-07-29 17:07:00,15571.0,0.14114293524
2017-07-29 17:08:00,15582.0,0.150732074879
2017-07-29 17:09:00,15582.0,0.150732074879
2017-07-29 17:10:00,15690.0,0.0515457887647
2017-07-29 17:11:00,15673.0,0.0515457887647
2017-07-29 17:12:00,15709.0,0.0585457887647
2017-07-29 17:13:00,15708.0,0.0516820967427
2017-07-29 17:14:00,15712.0,0.0360779881827
2017-07-29 17:15:00,15703.0,0.127885465665
2017-07-29 17:16:00,15708.0,0.132643613969
2017-07-29 17:17:00,15727.0,0.132643613969
2017-07-29 17:18:00,15751.0,0.12305447433
2017-07-29 17:19:00,15875.0,0.152016205588
2017-07-29 17:20:00,15875.0,0.132527357045
2017-07-29 17:21:00,15881.0,0.132527357045
2017-07-29 17:22:00,15887.0,0.125527357045
2017-07-29 17:23:00,15917.0,0.125527357045
2017-07-29 17:24:00,15916.0,0.125527357045
2017-07-29 17:25:00,16010.0,0.0477035674677
2017-07-29 17:26:00,16005.0,0.0473279763865
2017-07-29 17:27:00,16034.0,0.0514550504401
2017-07-29 17:28:00,16031.0,0.0514550504401
2017-07-29 17:29:00,16034.0,0.022493319182
2017-07-29 17:30:00,15658.0,0.116276542164
2017-07-29 17:31:00,15651.0,0.116276542164
2017-07-29 17:32:00,15658.0,0.16576771285
2017-07-29 17:33:00,15667.0,0.126515130323
2017-07-29 17:34:00,15803.0,0.154920681713
2017-07-29 17:35:00,15800.0,0.140936993807
2017-07-29 17:36:00,15818.0,0.141115359526
2017-07-29 17:37:00,15827.0,0.136988285472
2017-07-29 17:38:00,15845.0,0.14832090317
2017-07-29 17:39:00,15845.0,0.14832090317
2017-07-29 17:40:00,15938.0,0.156748153738
2017-07-29 17:41:00,15943.0,0.114787888592
2017-07-29 17:42:00,15980.0,0.114787888592
2017-07-29 17:43:00,15980.0,0.104549300433
2017-07-29 17:44:00,15991.0,0.0708937490434
2017-07-29 17:45:00,16001.0,0.150775213874
2017-07-29 17:46:00,15996.0,0.146214290933
2017-07-29 17:47:00,16003.0,0.146214290933
2017-07-29 17:48:00,16018.0,0.139335525072
2017-07-29 17:49:00,16154.0,0.176833054226
2017-07-29 17:50:00,16154.0,0.127714441626
2017-07-29 17:51:00,16153.0,0.127714441626
2017-07-29 17:52:00,16171.0,0.127714441626
2017-07-29 17:53:00,16177.0,0.162714441626
2017-07-29 17:54:00,16177.0,0.162714441626
2017-07-29 17:55:00,16256.0,0.0478329767956
2017-07-29 17:56:00,16256.0,0.0478329767956
2017-07-29 17:57:00,16264.0,0.0583329767956
2017-07-29 17:58:00,16263.0,0.0538791249582
2017-07-29 17:59:00,16280.0,0.0105
2017-07-29 18:00:00,15956.0,0.205676954002
2017-07-29 18:01:00,15950.0,0.147344490616
2017-07-29 18:02:00,15957.0,0.159944490616
2017-07-29 18:03:00,15958.0,0.149444490616
2017-07-29 18:04:00,16086.0,0.195189010172
2017-07-29 18:05:00,16084.0,0.195189010172
2017-07-29 18:06:00,16072.0,0.195189010172
2017-07-29 18:07:00,16087.0,0.182589010172
2017-07-29 18:08:00,16103.0,0.182589010172
2017-07-29 18:09:00,16103.0,0.182589010172
2017-07-29 18:10:00,16204.0,0.0769143513521
2017-07-29 18:11:00,16203.0,0.0765795073163
2017-07-29 18:12:00,16216.0,0.0765795073163
2017-07-29 18:13:00,16226.0,0.0765795073163
2017-07-29 18:14:00,16240.0,0.0484649929599
2017-07-29 18:15:00,16266.0,0.0912937500815
2017-07-29 18:16:00,16265.0,0.0958078863264
2017-07-29 18:17:00,16276.0,0.0958078863264
2017-07-29 18:18:00,16300.0,0.0958078863264
2017-07-29 18:19:00,16306.0,0.0958078863264
2017-07-29 18:20:00,16439.0,0.093173600657
2017-07-29 18:21:00,16439.0,0.0888409080784
2017-07-29 18:22:00,16457.0,0.0888409080784
2017-07-29 18:23:00,16462.0,0.0888409080784
2017-07-29 18:24:00,16470.0,0.0828775695451
2017-07-29 18:25:00,16570.0,0.0627371447287
2017-07-29 18:26:00,16578.0,0.0582230084838
2017-07-29 18:27:00,16587.0,0.0582230084838
2017-07-29 18:28:00,16602.0,0.0650818172428
2017-07-29 18:29:00,16603.0,0.0650818172428
2017-07-29 18:30:00,16364.0,0.148164507774
2017-07-29 18:31:00,16368.0,0.148164507774
2017-07-29 18:32:00,16370.0,0.148164507774
2017-07-29 18:33:00,16385.0,0.152414976141
2017-07-29 18:34:00,16382.0,0.152414976141
2017-07-29 18:35:00,16471.0,0.139702811018
2017-07-29 18:36:00,16475.0,0.139702811018
2017-07-29 18:37:00,16485.0,0.139702811018
2017-07-29 18:38:00,16494.0,0.132844002259
2017-07-29 18:39:00,16496.0,0.132844002259
2017-07-29 18:40:00,16582.0,0.0576067561202
2017-07-29 18:41:00,16581.0,0.0576067561202
2017-07-29 18:42:00,16595.0,0.0576067561202
2017-07-29 18:43:00,16611.0,0.0533562877529
2017-07-29 18:44:00,16624.0,0.0581300460031
2017-07-29 18:45:00,16657.0,0.0755466813006
2017-07-29 18:46:00,16645.0,0.0755466813006
2017-07-29 18:47:00,16664.0,0.0755466813006
2017-07-29 18:48:00,16661.0,0.0755466813006
2017-07-29 18:49:00,16665.0,0.0755466813006
2017-07-29 18:50:00,16730.0,0.0745383819527
2017-07-29 18:51:00,16731.0,0.0745383819527
2017-07-29 18:52:00,16735.0,0.0745383819527
2017-07-29 18:53:00,16756.0,0.0745383819527
2017-07-29 18:54:00,16765.0,0.0697646237025
2017-07-29 18:55:00,16833.0,0.0241794563653
2017-07-29 18:56:00,16831.0,0.0241794563653
2017-07-29 18:57:00,16839.0,0.0287456615155
2017-07-29 18:58:00,16851.0,0.0287456615155
2017-07-29 18:59:00,16863.0,0.0287456615155
2017-07-29 19:00:00,16607.0,0.108030984721
2017-07-29 19:01:00,16601.0,0.108030984721
2017-07-29 19:02:00,16611.0,0.108030984721
2017-07-29 19:03:00,16609.0,0.108030984721
2017-07-29 19:04:00,16616.0,0.108030984721
2017-07-29 19:05:00,16691.0,0.121981465091
2017-07-29 19:06:00,16692.0,0.121981465091
2017-07-29 19:07:00,16701.0,0.110276472741
2017-07-29 19:08:00,16722.0,0.114979731665
2017-07-29 19:09:00,16727.0,0.114979731665
2017-07-29 19:10:00,16812.0,0.0759889368522
2017-07-29 19:11:00,16814.0,0.0363805639763
2017-07-29 19:12:00,16822.0,0.0363805639763
2017-07-29 19:13:00,16825.0,0.0363805639763
2017-07-29 19:14:00,16832.0,0.0420150760693
2017-07-29 19:15:00,16871.0,0.0883321810595
2017-07-29 19:16:00,16873.0,0.0883321810595
2017-07-29 19:17:00,16889.0,0.0883321810595
2017-07-29 19:18:00,16896.0,0.0836289221356
2017-07-29 19:19:00,16898.0,0.0836289221356
2017-07-29 19:20:00,16976.0,0.120432904182
2017-07-29 19:21:00,16976.0,0.120432904182
2017-07-29 19:22:00,16983.0,0.124698107678
2017-07-29 19:23:00,16997.0,0.124698107678
2017-07-29 19:24:00,17005.0,0.119063595585
2017-07-29 19:25:00,17067.0,0.058796010225
2017-07-29 19:26:00,17071.0,0.058796010225
2017-07-29 19:27:00,17081.0,0.058796010225
2017-07-29 19:28:00,17099.0,0.0635226140361
2017-07-29 19:29:00,17100.0,0.0635226140361
2017-07-29 19:30:00,16961.0,0.0864507575603
2017-07-29 19:31:00,16962.0,0.0864507575603
2017-07-29 19:32:00,16971.0,0.0821855540645
2017-07-29 19:33:00,16974.0,0.0821855540645
2017-07-29 19:34:00,16977.0,0.0821855540645
2017-07-29 19:35:00,17027.0,0.0851636202691
2017-07-29 19:36:00,17030.0,0.0851636202691
2017-07-29 19:37:00,17045.0,0.0851636202691
2017-07-29 19:38:00,17058.0,0.0804370164581
2017-07-29 19:39:00,17054.0,0.0804370164581
2017-07-29 19:40:00,17135.0,0.0275029312007
2017-07-29 19:41:00,17130.0,0.0275029312007
2017-07-29 19:42:00,17141.0,0.0316120690744
2017-07-29 19:43:00,17146.0,0.0316120690744
2017-07-29 19:44:00,17152.0,0.0354660260618
2017-07-29 19:45:00,17152.0,0.0696862918399
2017-07-29 19:46:00,17158.0,0.0696862918399
2017-07-29 19:47:00,17164.0,0.0696862918399
2017-07-29 19:48:00,17171.0,0.0696862918399
2017-07-29 19:49:00,17171.0,0.0696862918399
2017-07-29 19:50:00,17227.0,0.0944173911428
2017-07-29 19:51:00,17231.0,0.100725331162
2017-07-29 19:52:00,17243.0,0.102916193288
2017-07-29 19:53:00,17246.0,0.102916193288
2017-07-29 19:54:00,17245.0,0.0990622363008
2017-07-29 19:55:00,17283.0,0.0666595687869
2017-07-29 19:56:00,17284.0,0.0666595687869
2017-07-29 19:57:00,17287.0,0.0666595687869
2017-07-29 19:58:00,17287.0,0.0666595687869
2017-07-29 19:59:00,17288.0,0.0666595687869
2017-07-29 20:00:00,17085.0,0.0757968957818
2017-07-29 20:01:00,17085.0,0.0694889557628
2017-07-29 20:02:00,17089.0,0.0631889557628
2017-07-29 20:03:00,17093.0,0.0631889557628
2017-07-29 20:04:00,17104.0,0.0631889557628
2017-07-29 20:05:00,17163.0,0.0700687869677
2017-07-29 20:06:00,17163.0,0.0700687869677
2017-07-29 20:07:00,17173.0,0.0700687869677
2017-07-29 20:08:00,17185.0,0.0774934382626
2017-07-29 20:09:00,17188.0,0.0774934382626
2017-07-29 20:10:00,17224.0,0.0423686411464
2017-07-29 20:11:00,17223.0,0.0423686411464
2017-07-29 20:12:00,17227.0,0.112133693232
2017-07-29 20:13:00,17231.0,0.0423686411464
2017-07-29 20:14:00,17231.0,0.0423686411464
2017-07-29 20:15:00,17268.0,0.0652394595869
2017-07-29 20:16:00,17264.0,0.0696269301851
2017-07-29 20:17:00,17270.0,0.0696269301851
2017-07-29 20:18:00,17273.0,0.0696269301851
2017-07-29 20:19:00,17276.0,0.0696269301851
2017-07-29 20:20:00,17318.0,0.0816520987067
2017-07-29 20:21:00,17318.0,0.0816520987067
2017-07-29 20:22:00,17327.0,0.0816520987067
2017-07-29 20:23:00,17334.0,0.0816520987067
2017-07-29 20:24:00,17335.0,0.0816520987067
2017-07-29 20:25:00,17365.0,0.0381767977665
2017-07-29 20:26:00,17369.0,0.0337893271683
2017-07-29 20:27:00,17372.0,0.0337893271683
2017-07-29 20:28:00,17376.0,0.0337893271683
2017-07-29 20:29:00,17379.0,0.0337893271683
2017-07-29 20:30:00,17228.0,0.0889854083735
2017-07-29 20:31:00,17226.0,0.0889854083735
2017-07-29 20:32:00,17226.0,0.0889854083735
2017-07-29 20:33:00,17230.0,0.0889854083735
2017-07-29 20:34:00,17227.0,0.0889854083735
2017-07-29 20:35:00,17270.0,0.148876370463
2017-07-29 20:36:00,17276.0,0.105935720841
2017-07-29 20:37:00,17283.0,0.105935720841
2017-07-29 20:38:00,17286.0,0.105935720841
2017-07-29 20:39:00,17285.0,0.1121272532
2017-07-29 20:40:00,17330.0,0.0521714927995
2017-07-29 20:41:00,17333.0,0.0521714927995
2017-07-29 20:42:00,17336.0,0.0521714927995
2017-07-29 20:43:00,17339.0,0.0521714927995
2017-07-29 20:44:00,17340.0,0.0521714927995
2017-07-29 20:45:00,17344.0,0.0777531650845
2017-07-29 20:46:00,17346.0,0.0777531650845
2017-07-29 20:47:00,17358.0,0.0823729322011
2017-07-29 20:48:00,17361.0,0.0823729322011
2017-07-29 20:49:00,17359.0,0.0761813998426
2017-07-29 20:50:00,17372.0,0.0713821766069
2017-07-29 20:51:00,17371.0,0.0713821766069
2017-07-29 20:52:00,17377.0,0.0641161466003
2017-07-29 20:53:00,17382.0,0.0641161466003
2017-07-29 20:54:00,17386.0,0.0641161466003
2017-07-29 20:55:00,17413.0,0.0211994650232
2017-07-29 20:56:00,17418.0,0.0269060462723
2017-07-29 20:57:00,17423.0,0.0222862791557
2017-07-29 20:58:00,17422.0,0.0222862791557
2017-07-29 20:59:00,17423.0,0.0222862791557
2017-07-29 21:00:00,17260.0,0.146245828759
2017-07-29 21:01:00,17249.0,0.0808541564284
2017-07-29 21:02:00,17252.0,0.0808541564284
2017-07-29 21:03:00,17254.0,0.0808541564284
2017-07-29 21:04:00,17253.0,0.0808541564284
2017-07-29 21:05:00,17267.0,0.0913733306199
2017-07-29 21:06:00,17270.0,0.0856667493708
2017-07-29 21:07:00,17277.0,0.0856667493708
2017-07-29 21:08:00,17282.0,0.0856667493708
